Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Number of Completed Surveys,Start Date,End Date,Location,Nurse Communication,Doctor Communication,Staff Responsiveness,Communication About Medicines,Discharge Information,Care Transition,Cleanliness,Quietness,Overall Hospital Rating,Recommend Hospital,Payment for heart attack patients,Payment for heart failure patients,Payment for pneumonia patients,Payment for hip/knee replacement patients,Value of care for heart attack patients,Value of care for heart failure patients,Value of care for pneumonia patients,Value of care for hip/knee replacement patients
330028.0,Richmond University Medical Center,355 BARD AVENUE,Staten Island,NY,10304,Richmond,(718) 818-1234,484,01/01/2018,12/31/2018,"355 BARD AVENUE STATEN ISLAND, NY 10304 (40.63551, -74.106693)",86.0,87.0,78.0,68.0,77.0,74.0,80.0,72.0,78.0,76.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Complications and Higher Payment
330030.0,Newark-Wayne Community Hospital,111 DRIVING PARK AVENUE,Newark,NY,14513,Wayne,(315) 332-2022,871,01/01/2018,12/31/2018,"111 DRIVING PARK AVENUE NEWARK, NY 14513 (43.059959, -77.100736)",92.0,91.0,85.0,79.0,87.0,81.0,88.0,75.0,88.0,87.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330033.0,Chenango Memorial Hospital,179 NORTH BROAD STREET,Norwich,NY,13815,Chenango,(607) 337-4111,223,01/01/2018,12/31/2018,"179 NORTH BROAD STREET NORWICH, NY 13815 (42.542038, -75.524724)",94.0,91.0,89.0,80.0,93.0,82.0,86.0,86.0,87.0,83.0,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Lower Payment,Worse Mortality and Lower Payment,Average Complications and Average Payment
330043.0,Southside Hospital,301 EAST MAIN STREET,Bay Shore,NY,11706,Suffolk,(631) 968-3000,665,01/01/2018,12/31/2018,"301 EAST MAIN STREET BAY SHORE, NY 11706 (40.724858, -73.240889)",90.0,89.0,78.0,74.0,82.0,79.0,88.0,76.0,85.0,84.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Worse Mortality and Average Payment,Average Complications and Average Payment
330044.0,Faxton-St Luke'S Healthcare,1656 CHAMPLIN AVENUE,Utica,NY,13503,Oneida,(315) 798-6000,512,01/01/2018,12/31/2018,"1656 CHAMPLIN AVENUE UTICA, NY 13503",91.0,89.0,82.0,74.0,87.0,79.0,83.0,80.0,84.0,83.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Worse Mortality and Lower Payment,Average Complications and Average Payment
330045.0,Huntington Hospital,270 PARK AVENUE,Huntington,NY,11743,Suffolk,(631) 351-2000,465,01/01/2018,12/31/2018,"270 PARK AVENUE HUNTINGTON, NY 11743 (40.879201, -73.417488)",92.0,92.0,85.0,78.0,85.0,81.0,89.0,75.0,88.0,88.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Better Mortality and Higher Payment,Better Mortality and Higher Payment,Average Complications and Average Payment
330046.0,Mount Sinai West,1000 TENTH AVENUE,New York,NY,10019,New York,(212) 523-4000,420,01/01/2018,12/31/2018,"1000 TENTH AVENUE NEW YORK, NY 10019 (40.770129, -73.987846)",89.0,90.0,81.0,72.0,84.0,80.0,88.0,76.0,86.0,86.0,Greater Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Better Mortality and Lower Payment,Average Complications and Higher Payment
330047.0,St Mary'S Hospital At Amsterdam,427 GUY PARK AVENUE,Amsterdam,NY,12010,Montgomery,(518) 841-7101,872,01/01/2018,12/31/2018,"427 GUY PARK AVENUE AMSTERDAM, NY 12010 (42.953648, -74.216041)",92.0,90.0,88.0,81.0,89.0,82.0,88.0,74.0,88.0,88.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330049.0,Northern Dutchess Hospital,6511 SPRINGBROOK AVENUE,Rhinebeck,NY,12572,Dutchess,(845) 871-3391,916,01/01/2018,12/31/2018,"6511 SPRINGBROOK AVENUE RHINEBECK, NY 12572",92.0,90.0,87.0,78.0,90.0,84.0,90.0,81.0,91.0,94.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
330055.0,New York-Presbyterian/Queens,56-45 MAIN STREET,Flushing,NY,11355,Queens,(718) 670-2000,3309,01/01/2018,12/31/2018,"56-45 MAIN STREET FLUSHING, NY 11355",89.0,90.0,80.0,73.0,86.0,80.0,88.0,74.0,87.0,87.0,Less Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Higher Payment
330056.0,Brooklyn Hospital Center - Downtown Campus,121 DEKALB AVENUE,Brooklyn,NY,11201,Kings,(718) 250-8000,575,01/01/2018,12/31/2018,"121 DEKALB AVENUE BROOKLYN, NY 11201 (40.689785, -73.9774)",82.0,87.0,72.0,67.0,76.0,73.0,78.0,72.0,79.0,76.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
330057.0,St Peter'S Hospital,315 SOUTH MANNING BOULEVARD,Albany,NY,12208,Albany,(518) 525-1550,3603,01/01/2018,12/31/2018,"315 SOUTH MANNING BOULEVARD ALBANY, NY 12208 (42.660176, -73.802382)",92.0,90.0,83.0,77.0,88.0,81.0,83.0,75.0,89.0,90.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Better Mortality and Average Payment,Better Complications and Lower Payment
330058.0,Geneva General Hospital,196 -198 NORTH STREET,Geneva,NY,14456,Ontario,(315) 787-4175,854,01/01/2018,12/31/2018,"196 -198 NORTH STREET GENEVA, NY 14456",90.0,91.0,85.0,76.0,90.0,80.0,85.0,83.0,86.0,84.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
330059.0,Montefiore Medical Center,111 EAST 210TH STREET,Bronx,NY,10467,Bronx,(718) 920-4321,787,01/01/2018,12/31/2018,"111 EAST 210TH STREET BRONX, NY 10467 (40.879777, -73.879975)",88.0,89.0,78.0,74.0,80.0,78.0,82.0,74.0,84.0,82.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Better Mortality and Average Payment,Better Mortality and Lower Payment,Average Complications and Higher Payment
330065.0,Niagara Falls Memorial Medical Center,621 TENTH STREET,Niagara Falls,NY,14302,Niagara,(716) 278-4000,494,01/01/2018,12/31/2018,"621 TENTH STREET NIAGARA FALLS, NY 14302 (43.093433, -79.050429)",90.0,91.0,85.0,75.0,85.0,78.0,84.0,81.0,85.0,83.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Not Available
330073.0,United Memorial Medical Center,127 NORTH STREET,Batavia,NY,14020,Genesee,(585) 343-6030,710,01/01/2018,12/31/2018,"127 NORTH STREET BATAVIA, NY 14020 (43.003997, -78.177592)",91.0,90.0,86.0,78.0,86.0,79.0,87.0,78.0,86.0,83.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
330074.0,F F Thompson Hospital,350 PARRISH STREET,Canandaigua,NY,14424,Ontario,(585) 396-6000,946,01/01/2018,12/31/2018,"350 PARRISH STREET CANANDAIGUA, NY 14424 (42.875591, -77.288198)",91.0,91.0,85.0,76.0,89.0,81.0,88.0,76.0,88.0,89.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
330078.0,Sisters Of Charity Hospital,2157 MAIN STREET,Buffalo,NY,14214,Erie,(716) 862-1000,698,01/01/2018,12/31/2018,"2157 MAIN STREET BUFFALO, NY 14214 (42.92917, -78.849916)",92.0,91.0,83.0,78.0,87.0,82.0,82.0,78.0,89.0,89.0,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330079.0,Adirondack Medical Center - Physician,2233 STATE ROUTE 86,Saranac Lake,NY,12983,Franklin,(518) 891-4141,529,01/01/2018,12/31/2018,"2233 STATE ROUTE 86 SARANAC LAKE, NY 12983 (44.344548, -74.144597)",94.0,93.0,91.0,81.0,91.0,85.0,92.0,86.0,92.0,94.0,Less Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
330080.0,Lincoln Medical & Mental Health Center,234 EAST 149TH STREET,Bronx,NY,10451,Bronx,(718) 579-5000,525,01/01/2018,12/31/2018,"234 EAST 149TH STREET BRONX, NY 10451 (40.817681, -73.924072)",84.0,89.0,73.0,71.0,77.0,77.0,83.0,73.0,79.0,78.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Not Available
330084.0,Alice Hyde Medical Center,133 PARK STREET,Malone,NY,12953,Franklin,(518) 483-3000,286,01/01/2018,12/31/2018,"133 PARK STREET MALONE, NY 12953 (44.856658, -74.29193)",91.0,91.0,87.0,75.0,89.0,79.0,89.0,81.0,84.0,82.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
330085.0,Aurelia Osborn Fox Memorial Hospital,ONE NORTON AVENUE,Oneonta,NY,13820,Otsego,(607) 432-2000,377,01/01/2018,12/31/2018,"ONE NORTON AVENUE ONEONTA, NY 13820",93.0,90.0,86.0,81.0,89.0,82.0,92.0,78.0,88.0,87.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
330086.0,Montefiore Mount Vernon Hospital,12 NORTH 7TH AVENUE,Mount Vernon,NY,10550,Westchester,(914) 664-8000,139,01/01/2018,12/31/2018,"12 NORTH 7TH AVENUE MOUNT VERNON, NY 10550 (40.912754, -73.840011)",86.0,89.0,79.0,72.0,80.0,78.0,87.0,81.0,84.0,80.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
330088.0,Eastern Long Island Hospital,201 MANOR PLACE,Greenport,NY,11944,Suffolk,(631) 477-1000,89,01/01/2018,12/31/2018,"201 MANOR PLACE GREENPORT, NY 11944 (41.110951, -72.361459)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
330090.0,Arnot Ogden Medical Center,600 ROE AVENUE,Elmira,NY,14905,Chemung,(607) 737-4100,930,01/01/2018,12/31/2018,"600 ROE AVENUE ELMIRA, NY 14905 (42.099256, -76.826668)",91.0,91.0,84.0,76.0,88.0,80.0,87.0,79.0,86.0,84.0,Less Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
330094.0,Columbia Memorial Hospital,71 PROSPECT AVENUE,Hudson,NY,12534,Columbia,(518) 828-7601,495,01/01/2018,12/31/2018,"71 PROSPECT AVENUE HUDSON, NY 12534 (42.246254, -73.776128)",90.0,89.0,83.0,71.0,89.0,78.0,83.0,73.0,83.0,80.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
330096.0,Jones Memorial Hospital,191 NORTH MAIN STREET,Wellsville,NY,14895,Allegany,(585) 593-1100,345,01/01/2018,12/31/2018,"191 NORTH MAIN STREET WELLSVILLE, NY 14895 (42.122878, -77.949784)",91.0,91.0,82.0,79.0,87.0,80.0,79.0,74.0,84.0,84.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Worse Mortality and Lower Payment,Not Available
330100.0,N Y Eye And Ear Infirmary,230 SECOND AVE,New York,NY,10003,New York,(212) 979-4000,30,01/01/2018,12/31/2018,"230 SECOND AVE NEW YORK, NY 10003 (40.732559, -73.984816)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330101.0,New York-Presbyterian Hospital-New York Weill Corn,525 EAST 68TH STREET,New York,NY,10065,New York,(212) 746-5454,2298,01/01/2018,12/31/2018,"525 EAST 68TH STREET NEW YORK, NY 10065 (40.76415, -73.954335)",91.0,92.0,83.0,77.0,87.0,82.0,86.0,77.0,90.0,91.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Better Mortality and Average Payment,Better Mortality and Higher Payment,Better Mortality and Average Payment,Average Complications and Higher Payment
330102.0,Kenmore Mercy Hospital,2950 ELMWOOD AVENUE,Kenmore,NY,14217,Erie,(716) 447-6100,822,01/01/2018,12/31/2018,"2950 ELMWOOD AVENUE KENMORE, NY 14217 (42.9779, -78.878678)",93.0,92.0,84.0,78.0,88.0,82.0,86.0,79.0,89.0,90.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330103.0,Olean General Hospital,515 MAIN STREET,Olean,NY,14760,Cattaraugus,(716) 373-2600,770,01/01/2018,12/31/2018,"515 MAIN STREET OLEAN, NY 14760 (42.089448, -78.426977)",90.0,89.0,77.0,75.0,85.0,78.0,87.0,75.0,82.0,81.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330104.0,Nyack Hospital,160 NORTH MIDLAND AVENUE,Nyack,NY,10960,Rockland,(845) 348-2000,430,01/01/2018,12/31/2018,"160 NORTH MIDLAND AVENUE NYACK, NY 10960 (41.095251, -73.925253)",89.0,88.0,82.0,72.0,79.0,76.0,85.0,73.0,80.0,79.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Better Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Lower Payment
330106.0,North Shore University Hospital,300 COMMUNITY DRIVE,Manhasset,NY,11030,Nassau,(516) 562-0100,391,01/01/2018,12/31/2018,"300 COMMUNITY DRIVE MANHASSET, NY 11030 (40.779269, -73.703029)",91.0,91.0,83.0,78.0,85.0,82.0,88.0,78.0,88.0,89.0,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Higher Payment,Better Mortality and Higher Payment,Better Mortality and Higher Payment,Average Complications and Higher Payment
330107.0,Peconic Bay Medical Center,1300 ROANOKE AVENUE,Riverhead,NY,11901,Suffolk,(631) 548-6000,775,01/01/2018,12/31/2018,"1300 ROANOKE AVENUE RIVERHEAD, NY 11901 (40.933577, -72.674317)",91.0,90.0,85.0,75.0,87.0,80.0,88.0,74.0,87.0,87.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330108.0,St Joseph'S Hospital,555 ST JOSEPH'S BLVD,Elmira,NY,14901,Chemung,(607) 733-6541,Not Available,01/01/2018,12/31/2018,"555 ST JOSEPH'S BLVD ELMIRA, NY 14901 (42.091214, -76.797472)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
330111.0,Bertrand Chaffee Hospital,224 EAST MAIN STREET,Springville,NY,14141,Erie,(716) 592-2871,171,01/01/2018,12/31/2018,"224 EAST MAIN STREET SPRINGVILLE, NY 14141 (42.508484, -78.659235)",91.0,92.0,85.0,72.0,85.0,79.0,88.0,74.0,83.0,79.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
330115.0,Oneida Health Hospital,321 GENESEE STREET,Oneida,NY,13421,Madison,(315) 363-6000,564,01/01/2018,12/31/2018,"321 GENESEE STREET ONEIDA, NY 13421 (43.078755, -75.654264)",94.0,93.0,88.0,81.0,91.0,83.0,93.0,84.0,91.0,90.0,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Worse Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
330119.0,Lenox Hill Hospital,100 EAST 77TH STREET,New York,NY,10021,New York,(212) 439-2345,666,01/01/2018,12/31/2018,"100 EAST 77TH STREET NEW YORK, NY 10021 (40.773964, -73.960611)",90.0,91.0,82.0,74.0,81.0,80.0,82.0,75.0,86.0,87.0,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Better Mortality and Higher Payment,Average Complications and Average Payment
330125.0,Rochester General Hospital,1425 PORTLAND AVENUE,Rochester,NY,14621,Monroe,(585) 922-4000,4471,01/01/2018,12/31/2018,"1425 PORTLAND AVENUE ROCHESTER, NY 14621 (43.192542, -77.584424)",91.0,91.0,81.0,74.0,89.0,80.0,81.0,72.0,87.0,87.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Better Mortality and Lower Payment,Average Complications and Average Payment
330126.0,Orange Regional Medical Center,707 EAST MAIN STREET,Middletown,NY,10940,Orange,(845) 343-2424,2247,01/01/2018,12/31/2018,"707 EAST MAIN STREET MIDDLETOWN, NY 10940 (41.439962, -74.369415)",92.0,90.0,83.0,76.0,85.0,80.0,86.0,80.0,88.0,88.0,Greater Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
330127.0,Jacobi Medical Center,1400 PELHAM PARKWAY SOUTH,Bronx,NY,10461,Bronx,(718) 918-5000,544,01/01/2018,12/31/2018,"1400 PELHAM PARKWAY SOUTH BRONX, NY 10461 (40.857455, -73.84721)",84.0,90.0,72.0,70.0,76.0,76.0,82.0,70.0,80.0,79.0,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Not Available
330128.0,Elmhurst Hospital Center,79-01 BROADWAY,Elmhurst,NY,11373,Queens,(718) 334-1141,713,01/01/2018,12/31/2018,"79-01 BROADWAY ELMHURST, NY 11373 (40.74434, -73.88598)",84.0,87.0,78.0,70.0,83.0,78.0,83.0,72.0,82.0,81.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
330135.0,Bon Secours Community Hospital,160 EAST MAIN STREET,Port Jervis,NY,12771,Orange,(845) 856-5351,285,01/01/2018,12/31/2018,"160 EAST MAIN STREET PORT JERVIS, NY 12771 (41.367766, -74.682593)",93.0,89.0,87.0,79.0,89.0,81.0,92.0,77.0,89.0,86.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
330136.0,Mary Imogene Bassett Hospital,ONE ATWELL ROAD,Cooperstown,NY,13326,Otsego,(607) 547-3456,1021,01/01/2018,12/31/2018,"ONE ATWELL ROAD COOPERSTOWN, NY 13326",89.0,89.0,82.0,75.0,88.0,80.0,83.0,76.0,85.0,86.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
330140.0,St Joseph'S Hospital Health Center,301 PROSPECT AVENUE,Syracuse,NY,13203,Onondaga,(315) 448-5111,3003,01/01/2018,12/31/2018,"301 PROSPECT AVENUE SYRACUSE, NY 13203 (43.055589, -76.149176)",91.0,91.0,84.0,75.0,89.0,82.0,84.0,82.0,89.0,91.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Better Complications and Lower Payment
330141.0,Long Island Community Hospital,101 HOSPITAL ROAD,Patchogue,NY,11772,Suffolk,(631) 654-7100,1017,01/01/2018,12/31/2018,"101 HOSPITAL ROAD PATCHOGUE, NY 11772 (40.779337, -72.978147)",86.0,86.0,76.0,72.0,83.0,75.0,82.0,67.0,79.0,76.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Higher Payment
330144.0,"Ira Davenport Memorial Hospital, Inc",7571 STATE ROUTE 54,Bath,NY,14810,Steuben,(607) 776-8500,38,01/01/2018,12/31/2018,"7571 STATE ROUTE 54 BATH, NY 14810 (42.37297, -77.278553)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Less Than the National Average Payment,Number of Cases Too Small,Not Available,Not Available,Average Mortality and Lower Payment,Not Available
330151.0,St James Mercy Hospital,411 CANISTEO STREET,Hornell,NY,14843,Steuben,(607) 324-8000,157,01/01/2018,12/31/2018,"411 CANISTEO STREET HORNELL, NY 14843 (42.314575, -77.660142)",92.0,94.0,87.0,80.0,90.0,80.0,84.0,83.0,85.0,81.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
330153.0,Ellis Hospital,1101 NOTT STREET,Schenectady,NY,12308,Schenectady,(518) 243-4000,610,01/01/2018,12/31/2018,"1101 NOTT STREET SCHENECTADY, NY 12308 (42.819818, -73.918883)",87.0,89.0,76.0,70.0,86.0,77.0,82.0,72.0,82.0,81.0,Less Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Complications and Lower Payment
330157.0,Samaritan Medical Center,830 WASHINGTON STREET,Watertown,NY,13601,Jefferson,(315) 785-4121,591,01/01/2018,12/31/2018,"830 WASHINGTON STREET WATERTOWN, NY 13601 (43.96489, -75.912761)",91.0,91.0,83.0,80.0,86.0,80.0,87.0,75.0,86.0,85.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Worse Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
330158.0,Good Samaritan Hospital Of Suffern,255 LAFAYETTE AVENUE,Suffern,NY,10901,Rockland,(845) 368-5000,550,01/01/2018,12/31/2018,"255 LAFAYETTE AVENUE SUFFERN, NY 10901 (41.112389, -74.136248)",88.0,89.0,82.0,71.0,83.0,79.0,82.0,73.0,85.0,85.0,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Lower Payment
330160.0,Staten Island University Hospital,475 SEAVIEW AVENUE,Staten Island,NY,10305,Richmond,(718) 226-9000,417,01/01/2018,12/31/2018,"475 SEAVIEW AVENUE STATEN ISLAND, NY 10305 (40.584082, -74.087013)",88.0,87.0,79.0,71.0,78.0,77.0,79.0,70.0,82.0,81.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Better Mortality and Average Payment,Average Complications and Higher Payment
330162.0,Northern Westchester Hospital,400 EAST MAIN STREET,Mount Kisco,NY,10549,Westchester,(914) 666-1200,854,01/01/2018,12/31/2018,"400 EAST MAIN STREET MOUNT KISCO, NY 10549 (41.196692, -73.724449)",93.0,93.0,89.0,83.0,87.0,84.0,90.0,83.0,92.0,93.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Better Mortality and Average Payment,Better Mortality and Lower Payment,Average Complications and Average Payment
330163.0,Eastern Niagara Hospital,521 EAST AVENUE,Lockport,NY,14094,Niagara,(716) 514-5700,695,01/01/2018,12/31/2018,"521 EAST AVENUE LOCKPORT, NY 14094 (43.17638, -78.671075)",89.0,89.0,80.0,70.0,85.0,78.0,86.0,74.0,82.0,77.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Worse Mortality and Lower Payment,Average Mortality and Lower Payment,Not Available
330164.0,Highland Hospital,1000 SOUTH AVENUE,Rochester,NY,14620,Monroe,(585) 341-6736,1808,01/01/2018,12/31/2018,"1000 SOUTH AVENUE ROCHESTER, NY 14620 (43.135955, -77.607556)",92.0,93.0,84.0,77.0,89.0,82.0,84.0,78.0,90.0,91.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Lower Payment,Better Mortality and Lower Payment,Average Complications and Lower Payment
