county_name,crime_rate_per_100000,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY,State
Claiborne ,557.6679341,2468,32438,32438,4,4,100.0,176,845,1,4,13,158,369,425,51,9,31560,47,25,TN
Mecklenburg ,556.9251355,1971,953666,953726,14,8,99.9039,5519,36631,54,240,1886,3339,8340,25995,2295,233,990977,37,119,NC
Del Norte ,556.0937107999999,195,28925,28925,3,3,100.0,155,687,1,22,24,108,288,283,116,6,27873,6,15,CA
Prince George's ,555.679764,1219,879645,879645,30,30,100.0,4946,31167,63,173,2450,2260,6050,20025,5092,159,890081,24,33,MD
Lafayette ,554.9178019999999,1149,225779,217459,7,6,100.0,1281,9465,17,37,267,960,2110,6959,396,46,230845,22,55,LA
Butler ,554.7431702,1509,43163,43163,4,4,100.0,239,2049,1,18,35,185,446,1524,79,10,43083,29,23,MO
Sumter ,553.8507597,60,13532,13342,6,5,93.1869,74,308,1,2,4,67,99,194,15,0,13361,1,119,AL
Maury ,552.7632192000001,2515,75052,82182,4,4,100.0,463,2239,5,28,45,385,518,1640,80,11,83761,47,119,TN
Mobile ,552.3100664,49,414233,414233,13,13,100.0,2287,17808,46,87,661,1493,4458,12315,1034,92,414079,1,97,AL
St. Landry ,551.2018597,1170,84502,76711,9,4,100.0,460,2548,7,28,69,356,823,1641,84,3,83454,22,97,LA
Cumberland ,551.0639921000001,1798,157869,157869,7,6,100.0,867,6765,7,32,316,512,2033,4567,164,33,157332,34,11,NJ
Tift ,551.0599216,530,41915,41903,5,4,100.0,222,1951,5,18,45,154,369,1514,68,16,40286,13,277,GA
Pinellas ,550.6712247,377,929915,929915,36,29,100.0,5116,33646,44,361,1206,3505,7392,24499,1755,167,929048,12,103,FL
Roanoke city,550.4493982999999,2978,97780,97780,3,3,100.0,542,4789,9,39,141,353,939,3602,248,43,98465,51,770,VA
Clarendon ,550.1382623,2356,35056,35056,9,7,100.0,189,1338,1,10,31,147,352,904,82,11,34355,45,27,SC
Chaves ,549.9597405000001,1817,65995,65995,3,3,95.934,362,3008,8,37,48,269,756,2141,110,14,65823,35,5,NM
Quitman ,549.2184199,511,2490,2490,1,1,83.3333,13,44,0,0,0,13,18,24,2,0,2367,13,239,GA
Wicomico ,549.080241,1225,100148,100148,6,6,100.0,554,3368,5,30,148,371,764,2494,109,33,100896,24,45,MD
Sacramento ,547.6937429,221,1449422,1449422,19,16,100.0,8008,48478,79,383,2560,4986,11383,28679,8416,244,1462131,6,67,CA
Andrews ,547.6516459,2552,15676,15676,2,2,100.0,92,354,1,20,0,71,78,258,18,0,16799,48,3,TX
Stanislaus ,547.1073719999999,237,523330,523330,16,13,100.0,2875,22061,38,129,788,1920,5551,12425,4085,117,525491,6,99,CA
Spalding ,546.7734102000001,519,64716,64716,4,3,100.0,349,3245,3,24,82,240,797,2288,160,3,63829,13,255,GA
Victoria ,543.1643489,2785,88856,88856,2,2,100.0,489,3109,6,48,50,385,761,2218,130,19,90028,48,469,TX
St. Francis ,542.9200293,174,28076,28076,4,4,96.6116,148,1580,4,7,45,92,465,1081,34,9,27260,5,123,AR
Wirt ,542.2809693,3079,5762,5762,5,3,100.0,32,110,0,1,0,31,42,57,11,2,5901,54,105,WV
Halifax ,540.6618899,1953,54710,54035,9,6,100.0,289,2039,7,28,55,199,732,1226,81,13,53453,37,83,NC
Jeff Davis ,539.8560384,473,15324,15324,2,2,100.0,81,471,1,0,3,77,115,346,10,2,15004,13,161,GA
Cecil ,538.6947691,1210,102676,102676,6,6,100.0,549,3371,2,38,119,390,870,2362,138,45,101913,24,15,MD
Brevard ,537.9223453,330,550983,550983,26,16,100.0,2963,16659,30,199,505,2229,3945,11867,847,64,550823,12,9,FL
Butler ,537.8731803999999,7,20741,20733,4,4,97.6483,109,621,6,5,11,87,182,408,30,3,20265,1,13,AL
Montgomery ,536.6094754,2518,178078,178078,5,5,100.0,988,4666,12,60,104,812,1171,3265,230,29,184119,47,125,TN
Beaufort ,536.5518686,2349,166128,166250,9,8,99.9755,922,5040,12,48,146,716,1299,3522,219,26,171838,45,13,SC
Forsyth ,535.9614638999999,1945,357890,358469,9,8,100.0,1936,17477,8,99,469,1360,5413,11233,831,112,361220,37,67,NC
Fresno ,534.2980847,197,951648,942367,24,20,100.0,5104,41853,76,170,1410,3448,10493,24451,6909,415,955272,6,19,CA
Kent ,534.1880342000001,322,162798,166643,20,19,99.9332,905,6186,4,47,161,693,1230,4743,213,196,169416,10,1,DE
Howard ,533.9308933,2664,35648,35648,2,2,100.0,193,1265,3,20,12,158,303,908,54,7,36147,48,227,TX
Putnam ,533.4331571,510,21573,21573,2,2,100.0,114,508,0,7,13,94,173,324,11,1,21371,13,237,GA
Morgan ,532.9385639999999,1568,20564,20541,4,4,97.9878,108,428,3,0,1,104,154,248,25,0,20265,29,141,MO
Anson ,531.3252552,1915,26873,25830,7,3,86.8719,139,1315,1,15,30,93,508,769,38,3,26161,37,7,NC
Allen ,530.8742806,2068,109408,106087,13,11,95.4966,559,3820,8,73,120,358,1042,2646,132,25,105298,39,3,OH
Clinch ,529.8013245,425,6849,6849,2,2,100.0,36,248,2,0,8,26,75,171,2,1,6795,13,65,GA
Wilkes ,529.4705295,550,10320,10320,4,3,100.0,53,181,1,1,1,50,50,126,5,0,10010,13,317,GA
Muskegon ,529.2150075000001,1303,171426,171426,11,11,100.0,905,7269,4,119,192,590,1800,5164,305,61,171008,26,121,MI
Lincoln ,528.7814834,3048,21551,21551,6,4,5.2619,114,807,2,5,9,98,226,525,56,4,21559,54,43,WV
Gadsden ,528.2071265,344,46781,46130,15,8,100.0,244,1145,5,12,25,202,444,659,42,5,46194,12,39,FL
Bullock ,526.3652599,6,10584,10584,2,2,57.5822,56,156,0,2,12,43,98,55,3,23,10639,1,11,AL
Dauphin ,525.2143487,2291,269413,269413,28,26,100.0,1423,7225,18,154,527,724,1533,5404,288,56,270937,42,43,PA
Hill ,525.1086432,1633,16511,16511,2,2,100.0,87,595,0,17,1,69,40,519,36,11,16568,30,41,MT
Bibb ,524.1693111999999,404,158571,157879,8,7,100.0,811,9385,24,56,292,439,2395,6307,683,211,154721,13,21,GA
Knox ,522.4662747,2502,440538,440538,3,3,100.0,2323,18309,25,150,612,1536,4205,12733,1372,46,444622,47,93,TN
Vance ,522.2281735,2002,45756,45756,5,3,100.0,234,2996,11,8,97,118,1029,1800,167,12,44808,37,181,NC
Bryan ,522.1046922,2161,43354,43354,7,7,100.0,231,1307,1,17,9,204,366,865,76,2,44244,40,13,OK
Cuyahoga ,521.2349405,2084,1270333,1152517,64,50,94.7975,6584,38979,99,489,3719,2277,12781,21517,4681,367,1263154,39,35,OH
Taney ,520.7652823,1603,52835,52835,6,6,100.0,279,2017,0,10,26,243,351,1564,102,3,53575,29,213,MO
Martin ,519.0092409,1970,24420,24420,5,3,100.0,123,1084,3,4,32,84,425,619,40,6,23699,37,117,NC
McMinn ,517.7585449,2509,52942,52942,6,6,100.0,271,2046,0,18,37,216,483,1426,136,13,52341,47,107,TN
Dallas ,516.8284382,132,8103,8103,2,2,100.0,41,229,2,5,7,27,80,144,5,1,7933,5,39,AR
Delaware ,516.0390268,2292,560401,560401,49,48,100.0,2900,12656,30,89,849,1932,2309,9745,602,59,561973,42,45,PA
Ward ,515.8306652,2788,10876,10876,2,2,100.0,58,303,2,5,2,49,70,226,7,0,11244,48,475,TX
Gibson ,515.5994096,2482,50971,50347,10,10,100.0,255,1228,0,7,21,227,367,812,49,9,49457,47,53,TN
Bristol ,515.394913,1230,553806,553806,27,24,100.0,2849,13129,6,186,692,1965,3653,8599,876,105,552780,25,5,MA
Oconee ,514.3580518,2379,75126,75126,11,10,100.0,386,2275,5,32,17,332,662,1456,157,13,75045,45,73,SC
Etowah ,513.8024266,28,103809,97544,10,8,99.2824,534,4209,2,45,126,361,1241,2674,294,42,103931,1,55,AL
Pontotoc ,513.2659507000001,2216,38169,38031,5,5,100.0,195,1109,3,25,11,156,292,740,77,0,37992,40,123,OK
Monroe ,512.1085513,369,74881,74881,14,6,100.0,391,3331,3,33,66,289,638,2549,144,6,76351,12,87,FL
Gonzales ,512.0126034,2639,20209,20202,4,4,100.0,104,542,2,15,4,83,166,351,25,1,20312,48,177,TX
Abbeville ,511.8566801,2343,24819,25400,10,11,100.0,128,737,0,5,12,111,216,496,25,13,25007,45,1,SC
Galax city,511.7270789,2961,7060,7060,2,2,100.0,36,312,0,10,1,25,17,289,6,0,7035,51,640,VA
Dorchester ,508.2669933,1212,32955,32955,4,4,100.0,166,1130,1,15,36,114,296,784,49,11,32660,24,19,MD
Lawrence ,508.2108515,2306,91314,90682,20,20,99.5465,454,2109,4,14,93,343,635,1401,73,13,89333,42,73,PA
Ben Hill ,508.1358835,402,17862,17862,2,2,100.0,89,507,0,23,12,54,180,303,24,3,17515,13,17,GA
Kings ,508.081611,203,155191,155191,10,8,100.0,767,3440,4,55,106,602,813,2222,405,34,150960,6,31,CA
Baltimore ,508.01018210000007,1206,817761,817761,5,5,100.0,4181,23668,24,147,1368,2642,4083,18013,1572,257,823015,24,5,MD
Des Moines ,506.4229249,825,40325,40325,3,3,100.0,205,1461,3,5,20,177,339,1060,62,14,40480,19,57,IA
Okeechobee ,505.9750826,372,40688,40688,12,6,100.0,199,1387,0,19,30,150,550,786,51,0,39330,12,93,FL
Lancaster ,504.61110139999994,2371,78649,78649,7,5,100.0,406,3145,13,26,68,299,884,2146,115,22,80458,45,57,SC
Lee ,504.45602829999996,852,35759,35759,4,3,100.0,180,1010,0,9,5,166,254,678,78,15,35682,19,111,IA
Calcasieu ,504.3626086,1131,195240,195240,8,8,94.5184,985,8795,12,118,241,614,3762,4802,231,16,195296,22,19,LA
Randall ,503.66083150000003,2741,36807,125198,3,4,100.0,637,4498,6,56,126,449,1094,3091,313,29,126474,48,381,TX
St. Charles ,503.6395081,1166,52828,52828,1,1,100.0,265,1605,2,8,32,223,409,1118,78,18,52617,22,89,LA
Baldwin ,501.7485176,398,44891,44891,6,5,100.0,231,1443,2,18,15,196,359,1044,40,3,46039,13,9,GA
Pueblo ,501.7002063,298,162766,162766,4,3,100.0,810,7411,8,22,199,581,1962,4931,518,43,161451,8,101,CO
Cherokee ,501.1989465,2587,51796,51764,4,5,100.0,255,1441,2,33,25,195,436,903,102,8,50878,48,73,TX
McNairy ,501.1476664,2510,26357,26310,4,4,100.0,131,573,0,4,5,122,153,378,42,2,26140,47,109,TN
Lea ,501.0137816000001,1828,65527,65527,6,6,99.7947,341,2513,4,28,28,280,729,1600,184,6,68062,35,25,NM
Franklin ,497.9068882,30,32012,32012,5,5,98.7906,157,746,0,10,13,134,216,494,35,2,31532,1,59,AL
Geary ,497.53905410000004,926,35503,35503,3,3,100.0,186,709,1,12,13,160,166,510,32,7,37384,20,61,KS
Tallapoosa ,497.5365871,62,40074,40745,7,6,99.5233,205,1157,3,6,17,179,296,809,52,4,41203,1,123,AL
DeWitt ,497.48817249999996,2612,18371,20558,3,4,100.0,102,435,0,10,5,87,124,290,21,1,20503,48,123,TX
Bay ,497.1797905,328,172174,172174,20,12,100.0,870,7391,9,70,168,623,1558,5538,295,20,174987,12,5,FL
Scotland ,496.87716860000006,1994,36019,35375,5,3,81.9176,179,1610,7,5,33,134,761,803,47,26,36025,37,165,NC
St. Helena ,496.55172410000006,1167,11014,11014,1,1,100.0,54,247,0,1,2,51,87,140,20,0,10875,22,91,LA
Washington ,495.4867619,1180,47418,47418,3,3,100.0,230,1703,6,22,36,166,552,1075,76,2,46419,22,117,LA
Calhoun ,495.27652939999996,2579,21763,20375,4,3,98.4663,108,580,0,15,3,90,191,359,29,5,21806,48,57,TX
Johnson ,495.0770429,2501,18382,18382,2,2,100.0,89,303,2,5,2,80,96,169,38,2,17977,47,91,TN
Valencia ,492.8949714,1847,77193,77193,5,5,95.1897,376,1957,4,15,18,338,822,931,204,9,76284,35,61,NM
Gregg ,492.58681229999996,2642,132441,124924,5,5,100.0,606,5470,7,72,145,382,1241,3834,395,19,123024,48,183,TX
Kleberg ,492.1965048,2687,32678,32678,3,3,100.0,158,1350,1,5,18,134,370,960,20,4,32101,48,273,TX
Sheridan ,490.73064339999996,1658,3484,3484,1,1,100.0,18,67,0,3,0,15,7,54,6,0,3668,30,91,MT
Muscogee ,490.5731077,499,196178,196178,4,4,100.0,995,11325,17,31,424,523,2712,7767,846,28,202824,13,215,GA
Nantucket ,490.43177230000003,1237,10232,10232,6,1,100.0,51,365,0,3,2,46,51,301,13,1,10399,25,19,MA
Decatur ,488.80885,2475,11423,11784,3,4,100.0,57,284,0,1,3,53,97,162,25,1,11661,47,39,TN
Osceola ,488.4356659,374,279931,279931,12,6,100.0,1458,9130,8,75,209,1166,2801,5962,367,7,298504,12,97,FL
York ,488.3795741,2388,232720,232720,12,10,100.0,1169,5897,10,70,167,922,1090,4480,327,31,239363,45,91,SC
Shawnee ,488.1703955,984,179855,178402,17,15,99.8842,873,7952,19,46,244,564,1585,5706,662,68,178831,20,177,KS
Pennington ,486.94698420000003,2439,106719,103972,3,3,100.0,515,4123,5,143,55,312,716,3149,258,21,105761,46,103,SD
Ingham ,485.41281349999997,1275,288539,273664,12,11,100.0,1370,7290,13,162,237,958,1971,4891,428,112,282234,26,65,MI
Cloud ,484.28755920000003,910,9413,9413,2,2,100.0,45,300,0,9,0,36,88,202,10,7,9292,20,29,KS
Bradford ,484.1713222,329,28641,27407,14,5,100.0,130,544,0,12,6,112,179,339,26,2,26850,12,7,FL
Douglas ,483.3822237,1698,528536,527670,8,7,100.0,2597,20729,41,196,824,1536,3684,14152,2893,73,537256,31,55,NE
Colbert ,482.3917828,17,54731,54731,8,7,97.9643,263,2091,2,15,34,212,636,1342,112,3,54520,1,33,AL
Passaic ,481.7351959,1808,504479,504479,22,20,100.0,2436,11085,30,42,1213,1151,3093,6599,1392,19,505672,34,31,NJ
Gray ,481.7081109,2640,23096,23096,2,2,100.0,111,913,0,2,6,103,269,609,35,4,23043,48,179,TX
Portsmouth city,481.2639676,2975,96739,96739,2,2,100.0,463,4854,11,43,181,228,1220,3419,215,14,96205,51,740,VA
Monroe ,481.20165499999996,50,22851,21256,5,3,100.0,107,577,0,8,8,91,129,423,25,2,22236,1,99,AL
Union ,480.54919910000007,1846,4440,4440,2,2,91.4189,21,131,0,1,2,18,77,42,12,0,4370,35,59,NM
Hardin ,480.14135360000006,2491,26041,26088,5,6,100.0,125,918,1,11,12,101,282,586,50,6,26034,47,71,TN
Clarke ,480.0253898,13,25798,25447,5,4,97.2472,121,605,0,16,12,93,172,399,34,1,25207,1,25,AL
Pointe Coupee ,480.02133430000004,1160,22837,17998,3,2,100.0,108,319,0,3,4,101,111,187,21,0,22499,22,77,LA
Crenshaw ,479.0504791,21,13967,13448,5,3,93.9694,67,241,1,3,3,60,85,133,23,2,13986,1,41,AL
Marion ,479.01067699999993,366,337066,337066,15,8,100.0,1616,7311,21,166,162,1267,1989,5080,242,16,337362,12,83,FL
Palm Beach ,478.65754339999995,375,1353405,1347634,50,38,100.0,6568,44018,74,381,1883,4230,10230,31147,2641,157,1372171,12,99,FL
Pima ,478.147697,107,1000369,1000369,9,9,100.0,4765,23566,56,345,1481,2883,8284,11683,3599,310,996554,4,19,AZ
Multnomah ,477.46154400000006,2258,753084,753342,10,8,100.0,3658,37672,24,287,1170,2177,5621,27569,4482,293,766135,41,51,OR
Georgetown ,476.5056254,2364,60584,60457,9,6,100.0,288,2362,4,14,31,239,710,1527,125,6,60440,45,43,SC
Chesterfield ,476.22139969999995,2355,47000,47000,10,9,100.0,220,1665,2,14,21,183,362,1219,84,10,46197,45,25,SC
Crisp ,475.6599246,433,23963,23963,3,2,100.0,111,1362,3,9,44,55,333,993,36,4,23336,13,81,GA
Pottawatomie ,473.593974,2217,70712,70712,4,4,100.0,337,2544,4,32,22,279,659,1645,240,3,71158,40,125,OK
De Baca ,471.9454641,1821,1948,1948,1,1,91.6667,9,16,0,1,0,8,9,6,1,0,1907,35,11,NM
Calhoun ,471.6041182,2351,15289,15289,8,6,98.367,71,540,0,6,9,56,221,269,50,2,15055,45,17,SC
Radford city,471.36871510000003,2976,16595,16595,3,3,100.0,81,523,1,9,8,63,108,394,21,3,17184,51,750,VA
Broward ,470.94805210000004,331,1804461,1804461,43,37,100.0,8660,66999,80,401,3408,4771,17400,45279,4320,180,1838844,12,11,FL
Raleigh ,470.6150977,3067,79129,77543,12,7,100.0,371,3312,9,36,99,227,1054,2126,132,14,78833,54,81,WV
San Miguel ,469.50001749999996,1840,29348,27958,4,2,82.9745,134,452,0,5,8,121,155,273,24,6,28541,35,47,NM
Muscatine ,469.2314875,866,42970,42981,4,5,100.0,201,1028,0,40,7,154,259,728,41,12,42836,19,139,IA
Dimmit ,468.01872069999996,2614,10270,10270,1,1,100.0,51,438,0,4,2,45,167,249,22,4,10897,48,127,TX
Lincoln ,466.80343710000005,2507,33750,33707,3,4,100.0,157,796,2,6,6,143,196,573,27,4,33633,47,103,TN
Okaloosa ,464.3699274,371,185985,185985,16,9,100.0,900,5028,2,72,108,718,920,3889,219,2,193811,12,91,FL
Reno ,464.24676739999995,973,64937,64937,6,6,99.0334,298,2938,2,28,26,242,637,2141,159,41,64190,20,155,KS
Decatur ,464.1982529,436,27990,27990,6,6,100.0,127,1022,3,2,11,111,254,743,25,0,27359,13,87,GA
Hamblen ,462.948283,2487,63589,63583,5,5,100.0,292,2442,0,17,58,217,374,1955,112,12,63074,47,63,TN
McCurtain ,462.7249357,2199,33399,33399,5,5,100.0,153,1063,0,9,10,134,311,689,63,14,33065,40,89,OK
Ramsey ,462.49008,1388,515101,517997,18,20,100.0,2436,19556,15,233,730,1458,4257,12857,2442,175,526714,27,123,MN
Tulare ,462.40941730000003,241,453419,453419,14,12,100.0,2100,15393,33,115,412,1540,4364,9194,1835,39,454143,6,107,CA
Ouachita ,462.1687364,1158,155835,150796,7,5,100.0,722,7541,11,29,175,507,2149,5208,184,8,156220,22,73,LA
Marengo ,461.4239643,46,20775,20390,7,4,97.7791,93,525,3,8,9,72,148,356,21,4,20155,1,91,AL
Hampshire ,460.65259119999996,3040,23813,23813,7,5,100.0,108,231,0,6,2,100,97,119,15,2,23445,54,27,WV
Clinton ,460.5534903,819,49203,49205,4,5,100.0,223,1446,0,17,21,185,356,1025,65,11,48420,19,45,IA
Barrow ,460.44252869999997,400,70873,70658,4,4,100.0,329,1652,0,11,22,296,409,1149,94,7,71453,13,13,GA
Erie ,459.3060294,1863,922171,922983,31,23,100.0,4225,27229,50,211,1602,2361,6019,19729,1481,341,919866,36,29,NY
Coffee ,459.1712428,2471,54719,53454,5,5,100.0,245,1609,2,7,17,219,356,1183,69,4,53357,47,31,TN
Richmond ,459.0022627,1988,47073,47073,5,3,100.0,213,2784,8,24,49,132,974,1714,96,22,46405,37,153,NC
Bourbon ,457.8507945,901,15062,15062,2,2,100.0,68,480,0,8,1,59,136,316,28,6,14852,20,11,KS
Atlantic ,457.47511439999994,1793,275689,275689,22,21,96.5581,1262,8426,30,74,479,678,1794,6331,301,37,275862,34,1,NJ
White Pine ,457.39286069999997,1780,10230,10230,1,1,100.0,46,123,0,11,1,34,61,58,4,1,10057,32,33,NV
Sussex ,457.297156,324,206408,202529,26,23,100.0,945,6562,6,72,170,697,1850,4502,210,8,206649,10,5,DE
Kanawha ,455.36531169999995,3046,192823,185691,26,19,100.0,871,6734,11,55,148,657,1540,4835,359,58,191275,54,39,WV
Meigs ,454.97467589999997,2516,11834,11834,2,2,100.0,53,277,2,9,1,41,75,166,36,4,11649,47,121,TN
Richmond ,454.9437385,514,203391,203364,10,8,99.1663,919,11971,28,90,546,255,3186,7591,1193,51,202003,13,245,GA
Iron ,454.3696829,1544,10676,10676,5,5,98.9166,47,112,1,1,3,42,47,56,10,2,10344,29,93,MO
Newberry ,453.0796088000001,2378,38080,38080,9,7,100.0,170,1067,1,4,22,143,264,763,40,5,37521,45,71,SC
Morris ,451.9245753000001,2722,13034,13040,5,6,100.0,58,297,0,1,4,53,114,179,4,2,12834,48,343,TX
Florence ,451.83118139999993,2363,139173,139173,13,11,99.7011,625,6040,6,38,133,448,1466,4214,361,10,138326,45,41,SC
Hunt ,451.4750482,2666,87523,86406,9,9,100.0,393,2863,1,21,65,306,869,1825,169,10,87048,48,231,TX
Roosevelt ,451.01478330000003,1837,20479,20479,3,3,94.848,90,599,0,16,3,71,219,348,32,0,19955,35,41,NM
Claiborne ,450.4504505,1135,17014,14717,3,2,83.728,75,382,0,9,6,60,131,219,32,3,16650,22,27,LA
Canadian ,450.35401950000005,2163,73641,120227,5,7,100.0,568,4616,7,51,107,403,1200,2956,460,20,126123,40,17,OK
Schenectady ,450.00096569999994,1895,155895,155895,14,7,100.0,699,4876,7,37,227,428,1059,3626,191,71,155333,36,93,NY
Liberty ,449.8940279,2696,77356,77347,4,4,100.0,346,2327,1,18,36,291,544,1587,196,13,76907,48,291,TX
Russell ,449.7776286,57,59060,54219,3,2,100.0,268,2478,2,24,70,172,776,1484,218,0,59585,1,113,AL
Inyo ,449.4503709,201,18649,18649,4,4,100.0,83,325,0,4,4,75,103,211,11,0,18467,6,27,CA
Saluda ,447.9617739,2383,19600,20071,8,8,100.0,90,438,0,4,6,80,160,250,28,1,20091,45,81,SC
Lawrence ,447.81982450000004,1552,35601,35601,7,7,100.0,171,1242,1,7,6,157,330,825,87,3,38185,29,109,MO
Charlottesville city,446.45877019999995,2950,43991,43991,2,2,100.0,198,1509,2,16,50,130,165,1250,94,9,44349,51,540,VA
Hamilton ,445.8559141,2097,805417,778056,42,38,98.5905,3587,33641,58,296,2077,1156,8318,23723,1601,443,804520,39,61,OH
Los Angeles ,444.80081399999995,206,9980757,9980757,108,102,100.0,44556,232266,600,1976,18923,23057,49107,142604,40555,2210,10017068,6,37,CA
Mercer ,444.6376217,1803,368870,368870,19,17,98.7733,1647,8218,26,50,760,811,2447,5057,715,38,370414,34,21,NJ
Rutherford ,444.08228330000003,2530,271142,271142,7,7,100.0,1248,7252,6,93,195,954,1694,5162,396,14,281029,47,149,TN
Walker ,443.9528471,64,66945,66929,10,10,99.104,293,2789,2,16,56,219,780,1839,170,11,65998,1,127,AL
Leavenworth ,443.81914689999996,947,77564,77570,5,6,100.0,347,1721,0,24,34,289,464,1142,115,34,78185,20,103,KS
Scott ,443.70103,878,167759,167447,10,9,100.0,756,4861,4,50,156,546,1059,3489,313,21,170385,19,163,IA
Benton ,443.6932178,1505,19151,19151,4,4,100.0,84,524,1,13,4,66,191,314,19,1,18932,29,15,MO
Putnam ,443.38660319999997,2526,73561,73561,8,8,100.0,326,2910,0,21,34,271,711,2075,123,6,73525,47,141,TN
Dallas ,442.96507199999996,2607,2579410,2452198,35,40,100.0,10987,94521,165,706,4889,5227,25141,59144,10235,692,2480331,48,113,TX
Anne Arundel ,442.11083179999997,1205,549659,549659,6,6,100.0,2457,14800,13,100,538,1806,2588,11324,888,65,555743,24,3,MD
Guilford ,441.75993370000003,1952,507714,500186,9,9,100.0,2238,18282,28,93,753,1364,5151,12198,933,183,506610,37,81,NC
Iron ,441.7261298,3107,5909,5909,2,2,93.4634,26,80,0,0,0,26,21,59,0,0,5886,55,51,WI
Hudson ,441.3265847,1801,644381,644381,18,16,100.0,2914,12304,15,84,1323,1493,2664,8135,1504,38,660282,34,17,NJ
Jefferson ,440.2358045,1147,435199,435199,5,5,100.0,1914,15862,37,85,501,1291,3124,11741,997,98,434767,22,51,LA
Grenada ,439.57060889999997,1436,21753,21753,2,2,85.0584,95,669,7,5,21,61,278,367,24,0,21612,28,43,MS
Catahoula ,439.53897249999994,1134,10386,9861,3,2,100.0,45,153,3,1,9,32,46,103,4,0,10238,22,25,LA
Franklin ,438.02376219999996,2091,1220036,1178097,30,31,99.9733,5310,55220,80,644,3296,1291,16769,34668,3783,587,1212263,39,49,OH
Alamance ,436.59070589999993,1912,154095,154810,9,8,100.0,674,5218,4,35,138,497,1438,3530,250,14,154378,37,1,NC
Madison ,435.9855789,1154,12075,12075,2,2,54.5404,52,489,0,0,2,50,99,389,1,0,11927,22,65,LA
Gulf ,435.908775,347,16060,16060,11,5,100.0,69,267,1,4,5,59,125,134,8,2,15829,12,45,FL
Monroe ,435.2148459,2517,45253,45253,6,6,100.0,197,1317,5,3,10,179,337,882,98,13,45265,47,123,TN
Randolph ,435.15213330000006,3068,29466,29466,6,3,100.0,128,691,2,14,5,107,158,508,25,7,29415,54,83,WV
Monterey ,435.1415259,214,425810,425810,19,18,100.0,1866,10298,45,94,706,1021,2912,5612,1774,64,428826,6,53,CA
Washington ,434.8227901000001,184,214559,208309,10,10,100.0,941,6649,7,131,70,733,1285,5033,331,30,216410,5,143,AR
Laclede ,434.5753778,1550,35570,35570,3,3,100.0,155,984,1,6,5,143,158,784,42,4,35667,29,105,MO
Solano ,434.5697148,235,420333,420333,13,11,100.0,1846,13190,28,115,659,1044,4322,6435,2433,118,424788,6,95,CA
Wilbarger ,434.0872744,2794,13605,13605,2,2,100.0,57,363,1,14,1,41,89,258,16,6,13131,48,487,TX
Sweetwater ,433.27364769999997,3173,44817,44817,3,3,100.0,196,952,3,18,5,170,120,794,38,7,45237,56,37,WY
Hemphill ,432.9004329,2656,4029,4029,1,1,100.0,18,66,0,0,0,18,16,44,6,0,4158,48,211,TX
San Bernardino ,432.4902041,223,2084529,2084529,39,33,100.0,9032,63099,102,422,2923,5585,18788,32802,11509,367,2088371,6,71,CA
Forest ,432.44659939999997,2296,7601,7601,5,4,100.0,33,158,2,4,0,27,83,71,4,3,7631,42,53,PA
